source,source_id,flagged_fragrance,flagged_parabens,flagged_sulfates,flagged_phthalates,flagged_alcohol,flagged_silicones
sephora,P450057,False,False,False,False,False,True
sephora,P502079,False,False,False,False,False,True
sephora,P444024,False,False,False,False,False,True
sephora,P482292,False,False,False,False,False,True
sephora,P471790,False,False,False,False,False,True
sephora,P441872,False,False,False,False,False,True
sephora,P501473,False,False,False,False,False,True
sephora,P464791,False,False,False,False,False,True
sephora,P444921,False,False,False,False,False,True
sephora,P500263,True,False,False,False,False,False
sephora,P434566,True,False,False,False,False,True
sephora,P472992,False,False,True,False,False,True
sephora,P481728,False,False,False,False,False,False
sephora,P442957,False,False,False,False,False,False
sephora,P502073,False,False,False,False,False,True
sephora,P482051,False,False,False,False,False,True
sephora,P444034,False,False,False,False,False,False
sephora,P503993,False,False,False,False,False,True
sephora,P482052,False,False,False,False,False,False
sephora,P502442,False,False,False,False,False,False
sephora,P502303,False,False,False,False,False,True
sephora,P502353,False,False,False,False,False,False
sephora,P475142,False,False,False,False,False,True
sephora,P475141,False,False,False,False,False,True
sephora,P474359,False,False,False,False,False,False
sephora,P505250,False,False,False,False,False,True
sephora,P419107,False,False,False,False,False,True
sephora,P388953,False,False,False,False,False,False
sephora,P428673,False,False,False,False,False,False
sephora,P444609,False,False,False,False,False,False
sephora,P405290,False,False,False,False,False,True
sephora,P431758,False,False,False,False,False,False
sephora,P417912,False,False,False,False,False,False
sephora,P457828,False,False,False,False,False,True
sephora,P416774,False,False,False,False,False,False
sephora,P408286,False,False,False,False,False,False
sephora,P444920,False,False,False,False,False,False
sephora,P448152,False,False,False,False,False,True
sephora,P501811,False,False,False,False,False,True
sephora,P400017,False,False,False,False,False,False
sephora,P500480,False,False,False,False,False,True
sephora,P501183,False,False,False,False,False,False
sephora,P463098,False,True,True,False,False,False
sephora,P501155,False,False,False,False,False,False
sephora,P463096,False,False,False,False,False,True
sephora,P501177,False,False,False,False,False,True
sephora,P501780,False,False,False,False,False,True
sephora,P463099,False,False,False,False,False,True
sephora,P502770,False,False,False,False,False,True
sephora,P482054,False,False,False,False,False,False
sephora,P472178,False,False,False,False,False,False
sephora,P388950,False,False,True,False,True,False
sephora,P482055,False,False,False,False,False,True
sephora,P501789,False,False,False,False,False,True
sephora,P504874,False,False,False,False,False,False
sephora,P504873,False,False,False,False,False,False
sephora,P472179,False,False,False,False,False,True
sephora,P476892,False,False,False,False,False,False
sephora,P504306,False,False,False,False,False,False
sephora,P407080,False,False,False,False,False,True
sephora,P442012,True,False,False,False,False,True
sephora,P469953,False,False,True,False,False,True
sephora,P482709,False,False,False,False,False,False
sephora,P466144,False,False,False,False,False,False
sephora,P478536,False,False,False,False,False,True
sephora,P476719,True,False,False,False,True,False
sephora,P473741,False,False,False,False,False,True
sephora,P461665,False,False,True,False,False,False
sephora,P468394,False,False,False,False,False,True
sephora,P461664,False,False,True,False,False,True
sephora,P482710,False,False,False,False,False,True
sephora,P461666,False,False,False,True,False,False
sephora,P504363,False,False,False,False,False,False
sephora,P466145,False,False,False,False,False,False
sephora,P461923,False,False,False,False,False,False
sephora,P504605,False,False,False,False,False,False
sephora,P500481,False,False,False,False,False,False
sephora,P466146,False,False,False,False,False,False
sephora,P500501,False,False,False,False,False,False
sephora,P472993,False,False,False,False,False,True
sephora,P472995,False,False,False,False,False,False
sephora,P501749,False,False,False,False,False,True
sephora,P500733,False,False,False,False,False,True
sephora,P472994,False,False,False,False,False,False
sephora,P455004,False,False,True,False,False,True
sephora,P421813,False,False,False,False,False,False
sephora,P431852,False,False,False,False,False,False
sephora,P447519,False,False,False,False,False,True
sephora,P86825294,False,False,False,True,False,True
sephora,P472489,False,False,False,False,False,False
sephora,P456106,False,False,False,False,False,True
sephora,P423696,False,False,False,False,False,False
sephora,P433500,False,False,False,False,False,True
sephora,P439070,False,False,False,False,True,False
sephora,P456107,False,False,False,False,False,False
sephora,P423646,False,False,False,False,False,True
sephora,P476899,False,False,False,False,False,False
sephora,P458276,False,False,False,False,False,True
sephora,P440967,False,False,False,False,False,True
sephora,P423647,False,False,False,False,False,True
sephora,P423644,False,False,False,False,False,True
sephora,P475598,False,False,False,False,False,True
sephora,P432863,False,False,False,False,False,False
sephora,P461956,True,False,False,False,False,False
sephora,P433003,False,False,False,False,False,True
sephora,P458774,False,False,False,False,False,True
sephora,P484065,False,False,False,False,False,True
sephora,P462783,False,False,False,False,False,True
sephora,P449790,False,False,False,False,False,True
sephora,P468398,False,False,False,False,False,True
sephora,P429405,False,False,True,False,False,False
sephora,P500887,False,False,False,False,False,True
sephora,P460745,False,False,False,False,False,False
sephora,P447770,False,False,False,False,False,False
sephora,P501350,False,False,False,False,False,True
sephora,P468706,False,False,False,False,False,False
sephora,P463924,False,False,False,False,False,False
sephora,P458775,False,False,False,False,False,False
sephora,P472486,False,False,False,False,False,True
sephora,P475597,False,False,False,False,False,False
sephora,P447764,True,False,False,False,False,False
sephora,P468849,False,False,False,False,False,True
sephora,P500311,False,False,False,False,False,True
sephora,P504181,False,False,False,False,False,True
sephora,P504164,False,False,False,False,False,True
sephora,P504187,False,False,False,False,False,True
sephora,P503717,False,False,False,False,False,True
sephora,P504908,False,False,False,False,False,True
sephora,P504179,False,False,False,False,False,False
sephora,P504909,False,False,False,False,False,True
sephora,P504077,False,False,False,False,False,False
sephora,P504063,False,False,False,False,False,False
sephora,P458747,False,False,False,False,False,True
sephora,P471059,True,False,False,False,False,True
sephora,P473145,False,False,False,False,False,True
sephora,P502039,False,False,False,False,False,True
sephora,P443623,False,False,False,False,False,False
sephora,P451937,False,False,False,False,False,True
sephora,P481729,False,False,False,False,False,False
sephora,P483484,False,False,False,False,False,True
sephora,P456592,False,False,False,False,False,False
sephora,P451938,False,False,False,False,False,True
sephora,P474848,False,False,False,False,False,False
sephora,P473146,False,False,False,False,False,True
sephora,P458748,False,False,False,False,False,True
sephora,P458749,False,False,False,False,False,True
sephora,P461222,True,False,False,False,False,False
sephora,P461224,False,False,False,False,False,False
sephora,P501193,False,False,False,False,False,False
sephora,P501156,False,False,False,False,False,False
sephora,P476724,False,False,False,False,False,True
sephora,P503702,False,False,False,False,False,False
sephora,P446101,False,False,True,False,False,True
sephora,P97989778,False,False,False,False,False,False
sephora,P38855877,False,False,False,False,False,True
sephora,P479343,False,False,False,False,False,False
sephora,P49848448,False,False,False,False,False,True
sephora,P64546856,False,False,False,False,False,True
sephora,P467451,False,False,False,False,False,False
sephora,P503711,False,False,False,False,False,True
sephora,P87987897,True,False,False,False,False,True
sephora,P500636,True,False,False,False,False,False
sephora,P503714,False,False,False,False,False,True
sephora,P11487778,True,False,False,False,False,True
sephora,P500637,True,False,False,False,False,False
sephora,P467449,True,False,False,False,False,False
sephora,P475599,False,False,False,False,False,False
sephora,P55849781,False,False,False,False,False,False
sephora,P479345,False,False,False,False,False,False
sephora,P471074,True,False,False,False,False,True
sephora,P77484859,False,False,True,False,False,False
sephora,P467450,False,False,False,False,False,False
sephora,P82858582,False,False,False,False,False,False
sephora,P47478987,False,False,False,False,False,False
sephora,P05048798,False,False,False,False,False,False
sephora,P475604,False,False,False,False,False,True
sephora,P471077,False,False,True,False,False,True
sephora,P79797874,False,False,False,False,False,True
sephora,P471076,False,False,False,True,False,True
sephora,P39693963,False,False,False,False,False,False
sephora,P505369,False,False,False,True,False,True
sephora,P473120,False,False,False,False,False,True
sephora,P483125,False,False,False,False,False,True
sephora,P500449,False,False,False,False,False,False
sephora,P483124,False,False,False,False,False,False
sephora,P475156,False,False,False,False,False,False
sephora,P475158,True,False,False,False,False,True
sephora,P483123,False,False,False,False,False,True
sephora,P475157,True,False,False,False,False,True
sephora,P473174,False,False,False,False,False,True
sephora,P473118,False,False,False,False,False,True
sephora,P473119,False,False,False,False,False,False
sephora,P500162,False,False,False,False,False,True
sephora,P505347,False,False,False,False,False,False
sephora,P423666,True,False,False,False,False,False
sephora,P408972,False,False,False,False,False,False
sephora,P408973,False,False,False,False,False,False
sephora,P500051,False,False,False,False,False,False
sephora,P457458,False,False,False,False,False,False
sephora,P479707,False,False,False,False,False,False
sephora,P450899,False,False,False,False,False,False
sephora,P454033,False,False,False,False,False,False
sephora,P475606,False,False,True,False,False,False
sephora,P501548,False,False,True,False,False,False
sephora,P472053,False,False,False,False,False,False
sephora,P476005,False,False,False,False,False,False
sephora,P480345,False,False,False,False,False,True
sephora,P476011,False,False,False,False,False,False
sephora,P482730,False,False,False,False,False,False
sephora,P476008,False,False,False,False,False,False
sephora,P500294,False,False,False,False,False,False
sephora,P500425,False,False,False,False,False,False
sephora,P502071,False,False,False,False,False,False
sephora,P476007,False,False,False,False,False,False
sephora,P476006,False,False,False,False,False,False
sephora,P502066,False,False,False,False,False,False
sephora,P476012,False,False,False,False,False,False
sephora,P482731,False,False,False,False,False,False
sephora,P500426,False,False,False,False,False,False
sephora,P469825,False,False,False,False,False,False
sephora,P468210,False,False,False,False,False,False
sephora,P468206,False,False,False,False,False,False
sephora,P472997,True,False,False,False,False,False
sephora,P468207,False,False,False,False,False,False
sephora,P483685,False,False,False,False,False,False
sephora,P480188,False,False,False,False,False,False
sephora,P501451,False,False,False,False,False,False
sephora,P468204,False,False,False,False,False,False
sephora,P468208,False,False,False,False,False,False
sephora,P504907,False,False,False,False,False,False
sephora,P281411,False,False,False,False,False,True
sephora,P430932,False,False,False,False,False,True
sephora,P424915,True,False,False,False,False,True
sephora,P230234,False,False,False,False,False,True
sephora,P377784,False,False,False,False,False,True
sephora,P284507,False,False,False,False,False,True
sephora,P415438,True,False,False,False,False,False
sephora,P401715,False,False,False,False,False,False
sephora,P266811,True,False,False,False,False,False
sephora,P395532,False,False,False,False,False,True
sephora,P286513,False,False,False,False,False,False
sephora,P417985,True,False,False,False,False,False
sephora,P398009,False,False,False,False,False,True
sephora,P403322,False,False,False,False,False,False
sephora,P379509,False,False,True,False,False,True
sephora,P433005,False,False,False,False,False,False
sephora,P467140,False,False,True,False,False,True
sephora,P457430,True,False,False,False,False,False
sephora,P398001,False,True,False,False,False,True
sephora,P381155,False,False,False,False,False,True
sephora,P408606,False,False,False,False,False,True
sephora,P276319,False,False,False,False,False,True
sephora,P310719,False,False,False,False,False,True
sephora,P467139,True,False,False,False,False,False
sephora,P456014,False,False,False,False,False,False
sephora,P443336,True,False,False,False,False,False
sephora,P432080,False,False,False,False,False,False
sephora,P420440,False,False,True,False,False,False
sephora,P439401,False,False,False,False,False,False
sephora,P448496,False,False,True,False,False,True
sephora,P474388,False,False,False,False,False,True
sephora,P500453,False,False,False,False,False,True
sephora,P443317,False,False,False,False,False,False
sephora,P420607,False,False,False,False,False,True
sephora,P479854,False,False,False,False,False,True
sephora,P474100,False,False,False,False,True,False
sephora,P443321,False,False,False,False,False,True
sephora,P303302,False,False,False,False,True,False
sephora,P429978,False,False,False,False,False,False
sephora,P446621,False,False,False,False,False,False
sephora,P421234,False,False,False,False,False,False
sephora,P465813,False,False,False,False,False,False
sephora,P377785,False,False,False,False,False,False
sephora,P467142,False,False,True,False,False,False
sephora,P474101,True,False,False,False,False,True
sephora,P467144,False,False,False,False,False,True
sephora,P461515,False,False,False,False,False,False
sephora,P479855,True,False,False,False,False,False
sephora,P427367,False,False,False,False,False,True
sephora,P439601,False,False,False,False,False,False
sephora,P474372,False,False,False,False,False,True
sephora,P457433,False,False,False,False,False,False
sephora,P429283,False,False,False,False,False,False
sephora,P408602,False,False,False,False,False,True
sephora,P479856,False,False,False,False,True,False
sephora,P460716,False,False,False,False,False,True
sephora,P460719,False,False,False,False,True,False
sephora,P480190,False,False,False,False,False,False
sephora,P457431,False,False,False,False,False,False
sephora,P379324,False,False,False,False,False,False
sephora,P471081,False,False,False,False,False,True
sephora,P503921,False,False,False,False,False,True
sephora,P471080,False,False,False,False,False,True
sephora,P457429,False,False,True,False,False,True
sephora,P466443,False,False,False,False,False,False
sephora,P443328,False,False,False,False,False,False
sephora,P420612,False,False,False,False,False,False
sephora,P479511,False,False,False,False,False,False
sephora,P460703,False,False,False,False,False,False
sephora,P467141,False,False,False,False,False,False
sephora,P454320,False,False,False,False,False,False
sephora,P432077,False,False,False,False,False,True
sephora,P454322,False,False,False,False,True,False
sephora,P471079,False,False,False,False,False,True
sephora,P484071,False,False,False,False,False,False
sephora,P454325,False,False,False,False,False,True
sephora,P471278,False,False,False,False,False,False
sephora,P474102,False,False,False,False,False,True
sephora,P445724,True,False,False,False,False,False
sephora,P439036,False,False,False,False,False,False
sephora,P469077,False,False,False,False,False,False
sephora,P503929,False,False,False,False,False,False
sephora,P501346,False,False,False,False,False,True
sephora,P479649,False,False,False,False,False,False
sephora,P501496,True,False,False,False,False,False
sephora,P501571,False,False,False,False,False,True
sephora,P501365,False,False,False,False,False,True
sephora,P432079,False,False,False,False,False,False
sephora,P479857,False,False,False,False,False,False
sephora,P461514,False,False,False,False,False,True
sephora,P457432,False,False,True,False,False,True
sephora,P502459,False,False,False,False,False,True
sephora,P443322,False,False,False,False,False,False
sephora,P454321,False,False,False,False,False,False
sephora,P432076,False,False,False,False,False,False
sephora,P470542,False,False,False,False,True,False
sephora,P502417,False,False,False,False,False,True
sephora,P432078,False,False,False,False,False,False
sephora,P503900,False,False,False,False,False,True
sephora,P471082,False,False,False,False,False,False
sephora,P484068,False,False,False,False,False,True
sephora,P502504,False,False,False,False,False,True
sephora,P502473,True,False,False,False,False,True
sephora,P480347,False,False,False,False,False,False
sephora,P465807,False,False,False,False,False,False
sephora,P503907,False,False,False,False,False,False
sephora,P502515,False,False,False,False,False,False
sephora,P448880,False,False,False,False,False,False
sephora,P502386,False,False,False,False,False,True
sephora,P502513,False,False,False,False,False,False
sephora,P474103,False,False,False,False,False,True
sephora,P502453,False,False,False,False,False,False
sephora,P503904,False,False,False,False,False,False
sephora,P449106,False,False,False,False,False,True
sephora,P398736,False,True,False,False,False,False
sephora,P449107,False,False,False,False,False,True
sephora,P435415,False,False,False,False,False,True
sephora,P468401,False,False,True,False,False,True
sephora,P435416,False,False,False,False,False,True
sephora,P435412,False,False,False,False,False,True
sephora,P480353,False,False,False,False,False,True
sephora,P443795,False,False,False,False,False,True
sephora,P468402,False,False,True,False,False,True
sephora,P454978,False,False,False,False,False,True
sephora,P503349,False,False,False,False,False,True
sephora,P503333,False,False,True,False,False,True
sephora,P503350,True,False,False,False,False,False
sephora,P503342,False,False,False,False,False,True
sephora,P503304,False,False,False,False,False,False
sephora,P503300,False,False,False,False,False,False
sephora,P409317,False,False,False,False,False,True
sephora,P9889,False,False,False,False,False,True
sephora,P19267373,False,False,False,False,False,True
sephora,P387426,False,False,False,False,False,False
sephora,P292403,False,False,True,False,False,True
sephora,P429909,False,False,False,False,False,True
sephora,P477826,False,False,True,False,False,False
sephora,P447363,False,False,False,False,False,False
sephora,P460019,False,False,True,False,False,True
sephora,P380998,False,False,False,False,False,False
sephora,P427042,False,False,False,False,False,True
sephora,P375100,False,False,False,False,False,True
sephora,P454512,False,False,False,False,False,True
sephora,P440044,False,False,False,False,False,True
sephora,P467974,False,False,False,False,False,True
sephora,P439936,False,False,False,False,False,False
sephora,P477825,False,False,False,False,False,True
sephora,P284701,False,False,False,False,False,False
sephora,P429021,False,False,False,False,False,False
sephora,P260311,False,False,False,False,False,False
sephora,P479985,False,False,False,False,False,False
sephora,P454358,False,False,False,False,False,True
sephora,P453267,False,False,False,False,False,False
sephora,P417882,False,False,False,False,False,False
sephora,P456374,False,False,False,False,False,False
sephora,P439937,False,False,False,False,False,False
sephora,P479982,False,False,False,False,False,True
sephora,P429910,False,False,False,False,False,True
sephora,P479983,False,False,False,False,False,True
sephora,P398372,False,False,False,False,False,False
sephora,P501284,False,False,False,False,False,False
sephora,P479984,False,False,False,False,False,True
sephora,P501511,False,False,False,False,False,False
sephora,P482744,True,False,False,False,False,False
sephora,P502061,False,False,False,False,False,False
sephora,P482743,True,False,False,False,False,False
sephora,P503218,True,False,False,False,False,True
sephora,P504170,False,False,True,False,False,True
sephora,P504508,False,False,False,False,False,False
sephora,P63087293,False,False,False,True,False,False
sephora,P253818,False,True,False,False,False,True
sephora,P427385,False,False,False,False,False,False
sephora,P261621,False,False,False,False,False,True
sephora,P269019,False,True,False,False,False,True
sephora,P406281,False,False,False,False,False,True
sephora,P429008,False,True,False,False,False,False
sephora,P397901,False,False,False,False,False,False
sephora,P466152,False,True,False,False,False,True
sephora,P504316,False,False,False,False,False,False
sephora,P474119,True,False,False,False,False,True
sephora,P501777,False,False,False,False,False,False
sephora,P442701,False,False,False,False,False,True
sephora,P278610,False,False,False,False,False,False
sephora,P403812,False,False,False,False,False,False
sephora,P482750,False,False,False,False,False,False
sephora,P391759,False,False,False,False,False,False
sephora,P405601,False,False,False,False,False,False
sephora,P423935,False,False,False,False,False,True
sephora,P467977,True,False,False,False,False,False
sephora,P433206,False,False,False,False,False,False
sephora,P377542,False,False,False,False,False,True
sephora,P111902,False,False,False,False,True,True
sephora,P427600,False,False,False,False,False,True
sephora,P429612,False,False,False,True,False,False
sephora,P290629,False,False,True,False,False,True
sephora,P67617,False,False,False,False,False,True
sephora,P262113,False,False,False,False,False,True
sephora,P408432,False,False,True,False,False,True
sephora,P413181,False,False,False,False,False,False
sephora,P387228,True,False,False,False,False,True
sephora,P392636,False,False,True,False,False,True
sephora,P415984,False,False,False,False,False,True
sephora,P310018,False,False,False,False,False,True
sephora,P456371,False,False,True,False,False,True
sephora,P442792,False,False,False,False,False,True
sephora,P473000,False,False,True,False,True,True
sephora,P286101,False,False,False,False,False,True
sephora,P408285,False,False,False,False,False,False
sephora,P450535,False,False,False,False,False,False
sephora,P427525,False,False,False,False,False,True
sephora,P387175,False,False,True,False,False,False
sephora,P504200,False,False,False,False,False,True
sephora,P179924,False,False,False,False,False,True
sephora,P99809,False,False,False,False,False,True
sephora,P456586,False,False,False,False,False,False
sephora,P420231,False,False,True,False,False,False
sephora,P397383,False,False,False,False,False,True
sephora,P456601,False,False,False,False,False,True
sephora,P407637,False,False,False,False,False,False
sephora,P481746,False,False,True,False,False,True
sephora,P481744,False,False,True,False,False,True
sephora,P152703,False,False,False,False,False,False
sephora,P453271,False,False,False,False,False,False
sephora,P413182,False,False,False,False,False,False
sephora,P500780,False,False,False,False,False,False
sephora,P500620,False,False,False,False,False,True
sephora,P473001,False,False,True,False,True,True
sephora,P440260,False,False,True,False,False,True
sephora,P500182,False,False,False,False,False,False
sephora,P469864,False,False,False,False,False,True
sephora,P242810,False,False,False,False,False,True
sephora,P472190,False,False,False,False,False,False
sephora,P470550,False,False,False,False,False,True
sephora,P473840,False,False,False,False,False,False
sephora,P441841,False,False,False,False,False,False
sephora,P385760,False,False,False,False,False,False
sephora,P453920,False,False,False,False,False,False
sephora,P450537,True,False,False,False,False,True
sephora,P450536,True,False,False,False,False,True
sephora,P504210,False,False,False,False,False,False
sephora,P473821,True,False,True,False,False,True
sephora,P439932,False,False,False,False,True,True
sephora,P468224,False,False,False,False,False,False
sephora,P468223,False,False,False,False,False,True
sephora,P450534,False,False,False,False,False,True
sephora,P415990,False,False,False,False,False,True
sephora,P432866,True,False,False,False,True,True
sephora,P505244,True,False,False,False,False,False
sephora,P469865,False,False,False,False,False,False
sephora,P505127,False,False,False,False,False,True
sephora,P444433,False,False,False,False,False,False
sephora,P454990,False,False,False,False,False,True
sephora,P452909,False,False,False,False,False,True
sephora,P453918,False,False,False,False,False,True
sephora,P504215,False,False,False,False,False,False
sephora,P479994,False,False,False,False,False,False
sephora,P469800,False,False,False,False,False,True
sephora,P420232,False,False,False,False,True,False
sephora,P474862,False,False,True,True,True,True
sephora,P446871,False,False,False,False,False,False
sephora,P443762,False,False,False,False,False,False
sephora,P454989,False,False,False,False,False,True
sephora,P479998,True,False,False,False,True,True
sephora,P463968,False,False,False,False,False,False
sephora,P504220,False,False,False,False,False,True
sephora,P504573,False,False,False,False,False,True
sephora,P502885,False,False,False,False,False,False
sephora,P505256,False,False,False,False,True,True
sephora,P428661,True,False,False,False,False,True
sephora,P456446,True,False,False,False,False,True
sephora,P469546,False,False,False,False,False,True
sephora,P500423,False,False,False,False,False,False
sephora,P427408,False,False,False,False,False,True
sephora,P447598,False,False,False,False,False,True
sephora,P396033,False,False,False,False,False,False
sephora,P504702,False,False,False,False,False,False
sephora,P500018,False,False,False,False,False,False
sephora,P504898,False,False,False,False,False,False
sephora,P422568,False,False,False,False,False,False
sephora,P416057,True,False,True,True,False,False
sephora,P416222,True,False,True,True,False,False
sephora,P449372,False,False,False,False,False,False
sephora,P459506,False,False,False,False,False,True
sephora,P422453,False,False,True,False,False,False
sephora,P422574,False,False,False,False,False,True
sephora,P464313,True,False,False,False,False,False
sephora,P429018,True,False,False,False,False,False
sephora,P422571,False,False,False,False,False,False
sephora,P443930,False,False,False,False,False,False
sephora,P481356,False,False,False,False,False,True
sephora,P422552,False,False,False,False,False,True
sephora,P476743,False,False,True,False,False,False
sephora,P476744,False,False,False,False,False,True
sephora,P443932,False,False,True,False,False,False
sephora,P481174,True,False,True,True,False,False
sephora,P428908,False,False,False,False,False,False
sephora,P445433,False,False,False,True,False,True
sephora,P503100,False,False,False,False,False,False
sephora,P422546,False,False,False,True,False,False
sephora,P483499,False,False,False,False,False,True
sephora,P481173,False,False,False,False,False,True
sephora,P481747,False,False,False,False,False,True
sephora,P411725,False,False,False,False,True,False
sephora,P505166,False,False,False,False,False,True
sephora,P505165,True,False,False,False,False,True
sephora,P458271,True,False,True,True,False,False
sephora,P505387,False,False,False,False,False,False
sephora,P501516,False,False,False,False,False,False
sephora,P505393,False,False,False,False,False,False
sephora,P381000,False,False,False,False,False,False
sephora,P432298,False,False,False,False,False,True
sephora,P397517,False,False,True,False,False,True
sephora,P407636,False,False,False,False,False,True
sephora,P229406,True,False,False,False,False,False
sephora,P378111,True,False,True,False,False,False
sephora,P407907,True,False,False,False,False,False
sephora,P387589,True,False,False,False,False,False
sephora,P420166,True,False,False,False,False,False
sephora,P426850,False,False,False,False,False,False
sephora,P202625,True,False,False,False,False,True
sephora,P407908,False,False,False,False,False,True
sephora,P455201,False,False,False,False,False,True
sephora,P429602,True,False,False,False,False,True
sephora,P74520,True,False,False,False,False,False
sephora,P467795,False,False,False,False,False,False
sephora,P504072,True,False,True,False,False,False
sephora,P429604,True,False,False,False,False,True
sephora,P467794,False,False,True,False,False,False
sephora,P442803,True,False,False,False,False,True
sephora,P460018,False,False,False,False,False,False
sephora,P48406,False,False,False,False,False,False
sephora,P458586,False,False,True,False,False,True
sephora,P444600,False,False,False,False,False,True
sephora,P439069,False,False,False,True,False,True
sephora,P447123,False,False,False,False,False,False
sephora,P467151,False,False,False,False,False,True
sephora,P441854,False,False,False,False,False,False
sephora,P484079,False,False,False,False,False,True
sephora,P502382,True,False,True,False,False,False
sephora,P456594,True,False,False,False,False,False
sephora,P480363,True,False,False,False,False,False
sephora,P476747,True,False,False,False,False,False
sephora,P483500,True,False,False,False,False,True
sephora,P475179,True,False,False,False,False,True
sephora,P476746,False,False,False,False,False,False
sephora,P501036,True,False,False,False,False,False
sephora,P484078,False,False,False,False,False,False
sephora,P467981,True,False,False,False,False,True
sephora,P475178,False,False,False,False,False,False
sephora,P501013,False,False,False,False,False,True
sephora,P501033,True,False,False,False,False,True
sephora,P502499,True,False,True,False,False,True
sephora,P501027,True,False,False,False,False,False
sephora,P504178,True,False,True,False,False,False
sephora,P473825,False,False,False,False,False,False
sephora,P473851,False,False,False,False,False,True
sephora,P473854,False,False,False,False,False,True
sephora,P504182,False,False,False,False,False,False
sephora,P504037,True,False,False,False,False,False
sephora,P505390,True,False,False,False,False,False
sephora,P505386,False,False,False,False,False,True
sephora,P448854,False,False,False,False,False,False
sephora,P449342,False,False,False,False,False,False
sephora,P477829,False,False,False,False,False,False
sephora,P502484,False,False,False,False,False,False
sephora,P458281,False,False,False,False,False,False
sephora,P504183,False,False,False,False,False,False
sephora,P448855,False,False,False,False,False,False
sephora,P501332,False,False,False,False,False,False
sephora,P504041,False,False,False,False,False,False
sephora,P503943,False,False,False,False,False,False
sephora,P475198,False,False,False,False,False,False
sephora,P475191,False,False,False,False,False,False
sephora,P384903,False,False,False,False,False,False
sephora,P390932,False,False,False,False,False,False
sephora,P263504,True,False,False,False,True,True
sephora,P409523,False,False,False,False,False,True
sephora,P133707,False,False,False,False,False,True
sephora,P309813,False,False,False,False,False,False
sephora,P384099,False,False,False,False,False,False
sephora,P284716,False,False,False,False,False,True
sephora,P74312,False,False,False,True,False,False
sephora,P378821,False,False,False,False,False,True
sephora,P420913,False,False,False,True,False,False
sephora,P219001,False,False,True,False,False,True
sephora,P277222,True,False,False,False,True,True
sephora,P410548,False,False,True,False,False,True
sephora,P387956,False,False,False,False,False,False
sephora,P381306,False,False,False,False,False,True
sephora,P447143,False,False,True,False,True,True
sephora,P440905,False,False,False,False,False,True
sephora,P440907,False,False,False,True,False,False
sephora,P468712,False,False,False,False,False,False
sephora,P474380,False,False,False,False,False,False
sephora,P467658,False,False,False,False,False,True
sephora,P447553,False,False,False,False,False,True
sephora,P501181,False,False,False,False,False,True
sephora,P431455,False,False,False,False,False,True
sephora,P401771,False,False,False,False,False,False
sephora,P432630,False,False,False,True,False,True
sephora,P387594,False,False,False,False,False,False
sephora,P482758,True,False,False,False,True,False
sephora,P454337,False,False,False,False,False,False
sephora,P395733,False,False,False,False,False,True
sephora,P503994,False,False,True,False,False,True
sephora,P415988,True,False,False,False,False,True
sephora,P461544,True,False,False,False,True,True
sephora,P453943,True,False,False,False,True,True
sephora,P461545,False,False,False,False,False,False
sephora,P437925,False,False,False,True,False,True
sephora,P446816,False,False,False,True,False,True
sephora,P454606,False,False,False,False,False,True
sephora,P454338,False,False,False,False,False,True
sephora,P463116,True,False,False,False,True,True
sephora,P456357,False,False,False,False,False,True
sephora,P445423,False,False,True,False,True,False
sephora,P445424,False,False,True,False,False,False
sephora,P455265,False,False,False,False,False,True
sephora,P463117,False,False,False,False,False,False
sephora,P503573,False,False,False,False,False,True
sephora,P456361,False,False,False,False,False,False
sephora,P503579,False,False,False,False,False,False
sephora,P482077,False,False,False,False,True,False
sephora,P446821,False,False,False,True,False,False
sephora,P479501,True,False,False,False,False,True
sephora,P479473,True,False,False,False,False,True
sephora,P479508,False,False,True,False,False,True
sephora,P479471,False,False,False,False,False,True
sephora,P479462,False,False,False,False,False,True
sephora,P479510,True,False,False,False,True,True
sephora,P479487,False,False,True,False,False,True
sephora,P479463,False,False,False,True,False,True
sephora,P479479,True,False,False,False,False,True
sephora,P479500,True,False,False,False,False,True
sephora,P479480,True,False,False,False,False,True
sephora,P479472,False,False,False,False,False,True
sephora,P473009,False,False,False,False,False,False
sephora,P473010,False,False,False,False,False,False
sephora,P429277,False,False,False,False,False,False
sephora,P429278,False,False,False,False,False,False
sephora,P420513,False,False,False,False,False,False
sephora,P420514,False,False,False,False,False,False
sephora,P477378,False,False,False,False,False,False
sephora,P468423,False,False,False,False,False,False
sephora,P477379,False,False,False,False,False,False
sephora,P460561,False,False,False,False,False,True
sephora,P477377,False,False,False,False,False,False
sephora,P449085,False,False,False,False,False,False
sephora,P471585,False,False,False,False,True,True
sephora,P481177,False,False,False,False,False,False
sephora,P501532,False,False,False,False,False,False
sephora,P425705,False,False,False,False,False,False
sephora,P428123,False,False,False,False,False,False
sephora,P460733,False,False,False,False,False,True
sephora,P454982,False,False,False,False,False,True
sephora,P468858,False,False,False,False,False,True
sephora,P428669,False,False,False,False,False,False
sephora,P455558,True,False,False,False,False,False
sephora,P437367,False,False,True,False,False,True
sephora,P411529,False,False,False,False,False,True
sephora,P414160,False,False,False,False,False,False
sephora,P481391,False,False,False,False,False,False
sephora,P442231,False,False,False,False,False,False
sephora,P417143,False,False,False,False,False,True
sephora,P407107,False,False,False,False,False,True
sephora,P476920,False,False,False,False,False,False
